author;updated_at;like_count;text;video_id;public;label
@alineandari;2025-02-20T18:17:46Z;0;Kalo gw punya ibuk kayak gitu, gw tegor ibuk gw “gak usah sok sosialita kalo belum mampu buk”;02_WTfYvQiE;True;0.0
@kingaisendu;2025-02-20T18:07:57Z;0;Mending mainin slot bu daripada diberikan ke si dana;02_WTfYvQiE;True;0.0
@Ozzaxh;2025-02-20T17:57:05Z;0;Di Indonesia gak ada yg gratis!;02_WTfYvQiE;True;0.0
@tigatelurrebus;2025-02-20T17:56:25Z;0;let's go gambling;02_WTfYvQiE;True;0.0
@dumprettt5780;2025-02-20T17:45:45Z;0;Bingung bang dengerinnya;02_WTfYvQiE;True;2.0
@bawokkadron;2025-02-20T17:37:07Z;0;"goblo knya kayak gini. anggaran 5M di kasih ke dinas pertanian dan peternakan , masuk kantong A,B,C sampai di bawah anggaran tinggal 2M , 
di belikan kambing,belikan bibit, belikan pakan yang penting anggaran 5M udah ada laporan penyalurannya, tanpa keuntungan. 
pemerintah mencoba ngasih uang itu ke PT dengan harapan ada keuntungannya. kita lihat seberapa tangguh pt itu kedepannya. 
pola pukir PNS = habiskan anggaran tanpa hasil
pola pikir PT= harus ada cuannya.";02_WTfYvQiE;True;0.0
@PanduElmira;2025-02-20T17:23:11Z;0;BANG KOK LU GA JADI BUZZER SI? BAPAK LU SI BOTAK UDAH MASUK TUH JD BUZZER 😂;02_WTfYvQiE;True;2.0
@zanggutmera;2025-02-20T17:21:37Z;0;Sayangnya demi menikah dengan papa dana bpjs anak, cucu dan keturunanya pertiwi dipotong, les cucu²nya pertiwi distop dan juga uang kuliah cucu²nya pertiwi dihentikan;02_WTfYvQiE;True;0.0
@Engiction;2025-02-20T17:17:03Z;1;High risk high reward? So it's just gambling....;02_WTfYvQiE;True;0.0
@MrDejavamlindjo;2025-02-20T17:14:20Z;0;PAPA FUFUFAFA;02_WTfYvQiE;True;0.0
@lencaiboncai178;2025-02-20T17:11:54Z;0;Danantara itu klo di Malaysia nama nya 1MDB .. yg unjung nya menjadi skandal internasional dengan korupsi Najib Razak yg berakhir di penjara;02_WTfYvQiE;True;0.0
@masmito1657;2025-02-20T17:08:36Z;0;Si pertiwi sebenernya belum layak nikah lagi, sebagai janda dia harus rajin fitnes agar bodygoal. Siapa tau dia dapat yg lebih dari si dana. Tapi apa boleh buat, pertiwi yang masih banyak lemak dimana2 ingin cepat nikah karena gairah seksualnya yang besar ingin segera disalurkan. Gerrr;02_WTfYvQiE;True;0.0
@neshafadhilah;2025-02-20T17:01:17Z;0;buk pertiwiii, bukannya investasi itu yang dipake duit dingin yaahh?;02_WTfYvQiE;True;0.0
@pranovantya30;2025-02-20T16:57:52Z;0;Bahasa bayi gemoy 🙃;02_WTfYvQiE;True;0.0
@bjierr07;2025-02-20T16:56:43Z;0;seperinya bentar lagi lengser nih.;02_WTfYvQiE;True;0.0
@irulxiomy5307;2025-02-20T16:53:31Z;0;Gimana ga pesimis, diisi orang² yang mata duitan. Kalaupun profit malah diembat buat dana kampanye;02_WTfYvQiE;True;0.0
@ariffebriantochannel;2025-02-20T16:40:10Z;0;Voc aja belajar korupsi dari pemimpin2 wakanda waktu itu;02_WTfYvQiE;True;0.0
@satrioutomo3093;2025-02-20T16:31:43Z;0;Mas.. itu.. calon Papanya.. Penjahat Kelamin... mantan koruptor.  Yakin mau nikah?;02_WTfYvQiE;True;0.0
@kadekwangsa420;2025-02-20T16:27:44Z;0;Nicee;02_WTfYvQiE;True;2.0
@adienparttii5928;2025-02-20T16:24:03Z;0;"Apakah dengan menyediakan Pendidikan, penyediaan lapangan pekerjaan, fasilitas kesehatan yang mempuni dan merata, apakah itu semua bukan investasi di mata pemerintah? Kita akan menjadi masyarakat cerdas, melahirkan anak anak emas, tidak ada pengangguran, masyarakat hidup sehat dan aman, apakah ini semua bukan investasi di mata pemerintah? 
 Memang itu investasi yang tidak mudah dan butuh proses yang lama, apakah DANANTARA ini terjamin? Investasi apa yang akan di ambil? Siapa orang yang mengurus? Apa latar belakang nya? Masa tukang kayu jadi pengawas. dan ini HARUS BISA SE TRANSPARAN - TRANSPARANNYA! Uangnya ga kecil jangan asal gambling!";02_WTfYvQiE;True;0.0
@asepponi7734;2025-02-20T16:21:11Z;0;BUMN mending dibubarkan saja karena akan jadi beban negara kontribusi mereka gak terlalu bagus belum palak memalak lembaga tinggi negara dan korupsi didalamnya apalagi suntik dana yg fantastis nilainya walau itu bukan jaminan akan menjadi lebih baik setelah disuntik dana, jual semua kepada swasta lokal yg lebih profesional jangan ada lagi persaingan usaha antara negara dan swasta itu gak akan adil pasti merusak perkembangan usaha masyarakat di level atas.;02_WTfYvQiE;True;0.0
@WiraDafitson;2025-02-20T16:17:54Z;0;"Melihat contoh masa lalu.. semua berujung korup
plus ditambah lagi.. dedengkot danantara ini siapa ?? sudah lupa ?
ah sudahlaah";02_WTfYvQiE;True;0.0
@WINDAMEUBELwinda;2025-02-20T16:17:11Z;0;Singkat saja ,,, papa dana aanjjjjjjjj;02_WTfYvQiE;True;0.0
@UC5kym7PU5p4gqtCGShcXhFA;2025-02-20T16:14:42Z;0;13:17 akhirnya sekian lama baraya bahas topik-topik isu sosial lagi yang mana kemarin-kemarin itu baraya bahasnya itu kebanyakan isu-isu tentang agama dan masa lalu dan sebagainya itu yang saya liat kang guru;02_WTfYvQiE;True;2.0
@FlossieBlack;2025-02-20T16:11:09Z;0;gaji umr tapi uang tambahan mah udah bisa party tiap malming wkwkkwkw makasih Mandalika77;02_WTfYvQiE;True;3.0
@WalahDahlahDahlah;2025-02-20T16:10:39Z;1;"Jadi ini persis dengan investasi Reksa Dana yg dikelola manager investasi pasar uang, tapi ini dikelola oleh pemerintah.
Investasi di reksa dana yg diurus swasta aja 5 tahun return-nya keuucil bgt, bahkan banyak minus, apalagi dikelola pemerintah, berani coba? gw sih ogah bgt.";02_WTfYvQiE;True;0.0
@priyantieka2132;2025-02-20T16:10:08Z;0;Masyarakat sudah tidak percaya lagi...itu masalahnya shg ribut...ndak salah jg masyarakat;02_WTfYvQiE;True;0.0
@DeedeeHopper;2025-02-20T16:09:19Z;0;Jangan di tunggu2 deh bang, alian harus coba main di  Ｍandalika77  ini, asli betul kegaciran nya luar biasa parah. Buktikan sendiri aja main di website nya  Ｍandalika77  ini,;02_WTfYvQiE;True;3.0
@pradanaanggaram3393;2025-02-20T16:08:59Z;0;Protes juga ga ngaruh, doain aja dah;02_WTfYvQiE;True;0.0
@kucingoren06;2025-02-20T16:08:24Z;0;"Maunya gimana sih ? 

Misal nih, pimpinan negara ini mundur karena nyerah karena nurutin kalian, Kalian mau apa langkah strategis nya ?

Langkah bagusnya gimana ? 

Setau kita si bapak Prabowo itu gedeg banget sama korupsi & mengetahui gimana kpk dan sejenisnya..

Sementara perbaikan, banyak orang yg korup terusik & sebar uang untuk demo sana sini..

Gimana sih harusnya ??";02_WTfYvQiE;True;2.0
@TheJoseph3gun;2025-02-20T16:07:34Z;0;Yang mau invest cuman orang yang kepalanya kebentur lantai 99x waktu bayi.;02_WTfYvQiE;True;0.0
@hazenslash;2025-02-20T16:06:27Z;1;"Ada versi yang ga pake salut selaput gula, gak kayak yg bang Ferry jelasin, lebih mudah diterima untuk para pragmatis.

""Danantara itu ibarat pemerintah mau maen judol, kalo jackpot ga bilang2, kalo rungkad, dia ga bisa disalahin.""";02_WTfYvQiE;True;0.0
@m.nailbara283;2025-02-20T16:06:09Z;0;🤑🤑;02_WTfYvQiE;True;0.0
@IamNoOne321;2025-02-20T16:03:31Z;0;"asyik dapet duit seger neh buat ditilep rame2
ngimpi nyaingin temasek wkwkwk temasek isinya hampir gk ada maling, lah ini isinya udah ketahuan maling semua wkwkwk";02_WTfYvQiE;True;0.0
@kidszoneindonesia2166;2025-02-20T15:59:02Z;2;Ada beberapa hal yg gk di ceritakan tentang Ibu Pertiwi dan Bapa Dana. Yakni Ibu Pertiwi meskipun memiliki bnyak aset tatapi dia juga memiliki hutang yg akan jatuh tempo. Kemudian di sisi lainnya ketika ia melakukan penghematan namun ternyata ia juga melakukan penambahan pembatu di rumahnya. Dimana hal itu sangat kontradiktif dgn tujuan utamanya yakni efisiensi. Dan untuk latar belakang Pak Dana, ia tercatat beberapa kali gagal dalam mengelola aset di karenakan penyimpangan. Selain itu juga, pak dana meminta ibu pertiwi untuk bisa memakluminya di karenakan investasi yg akan dilakukannya tidak bisa di audit oleh ibu pertiwi ataupun anaknya. Artinya semua ini dilakukan tanpa transparansi. Dan satu hal lainnya adalah jika di kemudian hari investasi ini gagal, maka ibu pertiwi serta anaknya tidak bisa menyalahkan Pa Dana.;02_WTfYvQiE;True;0.0
@zuljumadi;2025-02-20T15:57:47Z;0;Mungkin danantara dibawah presiden prabowo akan baik  dan berjalan sesuai harapan. Bismillah;02_WTfYvQiE;True;1.0
@yinachmad1792;2025-02-20T15:45:46Z;0;Dari dongeng ini harus berkaca ke negara Oman😂;02_WTfYvQiE;True;0.0
@zeroonezeroforezeroone;2025-02-20T15:39:21Z;0;Pemerintah sekarang ini kayak lagi berjudi wkwkwk;02_WTfYvQiE;True;0.0
@sandjie9538;2025-02-20T15:39:17Z;0;"Seperti wacana angkatan kelima yang tidak dilaksanakan karena ""inefisien"". 60 tahun kemudian, muncul wacana komcad akan diterapkan kepada napi penerima amnesti oleh presiden yg disertai penerbitan inpres mengenai ""efisiensi"" yg menuai banyak protes (dirasa tidak pro-rakyat). 

Jadi apa itu efisiensi jika selama ini ada pihak yg menghindari suatu program atas dasar inefisien, namun saat ini malah melakukan efisiensi?  🗿";02_WTfYvQiE;True;0.0
@DavinaRutledge;2025-02-20T15:39:02Z;0;memang lagi gila ini Mandalika77 member baru di kasi JP besar trus;02_WTfYvQiE;True;3.0
@auytgamers641;2025-02-20T15:36:30Z;0;no komen, dari data seharusnya dah tau sih, kecuali koruptor dihukum mati, nyatanya kejahatan dibiarkan berarti negara ini sangat baik untuk penjahat;02_WTfYvQiE;True;0.0
@rhmacile;2025-02-20T15:35:22Z;0;dengan penanganan korupsi di Konoha masih amburadul dan mental pejabatnya masih maling mustahil investasinya menguntungkan... sangat2 pesimis;02_WTfYvQiE;True;0.0
@irwanbennyfulius2099;2025-02-20T15:35:17Z;0;apakah danantara akan seperti 1mbd ny malaysia?;02_WTfYvQiE;True;0.0
@elangjawa-b6c;2025-02-20T15:31:09Z;0;GA RU DA SATU TIGA DELAPAN..Modal sedikit hasil maksimal💗;02_WTfYvQiE;True;3.0
@mamatata6101;2025-02-20T15:29:43Z;0;Adddddduuuuuhhhh;02_WTfYvQiE;True;0.0
@futihazaza901;2025-02-20T15:26:25Z;0;Sdah dibilang prabowo itu berbahaya tpi pemilihnya 58%;02_WTfYvQiE;True;0.0
@futihazaza901;2025-02-20T15:22:28Z;0;Serem bangett😢;02_WTfYvQiE;True;0.0
@abinpolem2827;2025-02-20T15:22:25Z;0;Bang logo cls the Door nya mana.;02_WTfYvQiE;True;2.0
@jasmalawinda5402;2025-02-20T15:21:03Z;0;"Bang..buzzer2 yg ikut koment di hapus aja bang
😅";02_WTfYvQiE;True;2.0
@dnmntr;2025-02-20T15:21:02Z;0;Makasih bang 🙏🏻;02_WTfYvQiE;True;2.0
@benedettagangstyle437;2025-02-20T15:18:18Z;0;INTINYA NEGARA INI SUDAH RUSAK PARAH. SATU2NYA CARA DIBONGKAR ATAU DIROBOHKAN LALU DI BANGUN ULANG.;02_WTfYvQiE;True;0.0
@azizpradanaa4965;2025-02-20T15:16:30Z;0;Ga dibahas nahkodanya nih bang? 😂🤣;02_WTfYvQiE;True;0.0
@jasmalawinda5402;2025-02-20T15:11:01Z;0;"Biasanya..lagu2..orang2 yg seperti dana ini..
Seorang Penipu..pertiwinya akan kehabisan hartanya..dan akan cerai pd akhirnya dg meninggalkan  banyak hutang ...itu sih biasanya😅";02_WTfYvQiE;True;0.0
@adifaridman;2025-02-20T15:07:30Z;0;“Bahasa Bayi” itu nama Band HardCore lawas di Keranji…..;02_WTfYvQiE;True;2.0
@KamalCaem12;2025-02-20T15:03:42Z;1;Bs berhasil, jika UUD perampasan Aset dan hukuman mati bagi koruptor di buat.;02_WTfYvQiE;True;0.0
@fatkhurrohman1907;2025-02-20T15:03:20Z;1;"Ada orang punya hutang, tapi pengin investasi, bunga hutang udah pasti, investasi belum tentu. 😢
Tau kan pejabat sekarang beberapa mantan narapidana koruptor.";02_WTfYvQiE;True;0.0
@dimaskurnia9866;2025-02-20T15:01:23Z;0;Danantara sih bagus, asal tidak jadi kayak taspen or jiwasraya;02_WTfYvQiE;True;1.0
@danielsamosir1038;2025-02-20T15:00:55Z;1;Close the door udh ga jd sponsor malaka lg bg feri? Atau krn malaka project terlalu vokal mengkritik pemerintah. Mknya om ded ga suka😂😂;02_WTfYvQiE;True;2.0
@ajis_doang0168;2025-02-20T14:57:46Z;1;Pikir2x dulu dah,pejabat indonesia mah bnyak yg imannya lemah,ngelola duit triliunan ntar tergoda lagi.😂😂😂😂;02_WTfYvQiE;True;0.0
@dwipurnomo8657;2025-02-20T14:57:17Z;0;BUMN digadaikan secara simple nya. Jelas top up rekening pejabat2😂;02_WTfYvQiE;True;0.0
@BuanaLaut;2025-02-20T14:51:43Z;0;Mau percaya kalo program nya bakal berjalan lancar tanpa d garong oleh tikus berdasi;02_WTfYvQiE;True;0.0
@bambangIrawan-gc7mk;2025-02-20T14:49:03Z;0;Dr cerita ini yg saya pelajari adalah ketamakan.;02_WTfYvQiE;True;0.0
@ricoandreanofahreza7677;2025-02-20T14:45:44Z;0;Temasek Holdings Singapore udah sifatnya perusahaan private atau swasta jadi lebih profit oriented murni tp pengawasan oleh pemerintah jadi boleh dibilang pengelolaannya udah bersifat mandiri jadi pengelolaan aset ga ada intervensi pemerintah dan Temasek jauh profesional banget;02_WTfYvQiE;True;2.0
@danhikupluk9927;2025-02-20T14:44:29Z;0;Yang sudah sudah saja dikorupsi...pesimis gw...apalagi yng ngide sang mantan 😂;02_WTfYvQiE;True;0.0
@GODNDYARD;2025-02-20T14:42:04Z;0;Ngomongin deviden BUMN yg d setorkan utk sebuah program yg d buat seorang presiden, seperti dejavu buat kta, klo skrg namanya danantara dulu namanya supersemar, skrg utk makan gratis dulu utk beasiswa, nilainya klo itung inflasi tahun 80an kirang lebih sama ama yg skrg😂 cuma dulu dananya berakhir ke perusahaan2 anak presidennya, klo skrg g tau nih berakhir kyk apa;02_WTfYvQiE;True;0.0
@anibong8286;2025-02-20T14:38:45Z;0;di malay ajah gagal :V apalagi di indo;02_WTfYvQiE;True;0.0
@rudysuryanto5743;2025-02-20T14:38:22Z;0;Cara story telling nya cakep bgt bang...mantab;02_WTfYvQiE;True;2.0
@shinryuki4275;2025-02-20T14:36:37Z;0;Dongengnya seram.. Serasa menyerahkan seluruh harta kita buat sesuatu yg disebut investasi. Tapi ga tau bakal sukses ga, berasa gambling..;02_WTfYvQiE;True;0.0
@andanrf503;2025-02-20T14:34:24Z;0;"Bang. Kita negara kaya atau negara maju sih? Bukankah perusahaan Holding itu harus ""menjajah"" masyarakat di suatu negara yang lain? Danantara mau ""gerilya"" di negara kita sendiri atau negara mana nih?";02_WTfYvQiE;True;2.0
@nurudingrogot3454;2025-02-20T14:28:48Z;0;"DANANTARA adalah ladang untuk korupsi masal pejabat .. karena perusahaan BUMN  , DPR , kpk dan lembaga negara lainnya ga di perbolehkan mengoreksi dan memeriksa
contoh nya najib Razak selalu memotong dana dari bank semacam danantara di Malaysia.. kalo bener di bikin .. Prabowo dalam ancaman korupsi..";02_WTfYvQiE;True;0.0
@wildanarhamul1302;2025-02-20T14:28:47Z;0;Gatot investasi BPJS aja rugi;02_WTfYvQiE;True;0.0
@Minerva002;2025-02-20T14:26:00Z;0;Audionya masih kurang nyaman, kadang keras bgt kadang jdi pelan suaranya,;02_WTfYvQiE;True;2.0
@robertstark6080;2025-02-20T14:23:49Z;0;nama suami ibu pertiwi siapa bg;02_WTfYvQiE;True;2.0
@indralesmana4536;2025-02-20T14:23:34Z;0;Yuk !!! Cendikiawan cerdas dengan ulama yang benar berkolaborasi untuk meng evaluasi sistem demokrasi di indonesia yg rancangan bernegara nya sangat mentah sekali dan sudah gak logis perjalanannya...;02_WTfYvQiE;True;0.0
@AndersonAnderson-z2l;2025-02-20T14:21:58Z;0;Masyarakat sudah tidak yakin karna pemerintahnya sejah dahulu kelakuannya korup. Jadi apapun yang berbau uang tentu masyarakat sadar;02_WTfYvQiE;True;0.0
@reinaldoreinaldo442;2025-02-20T14:20:53Z;0;Berharap kayak E-book, klo misal bu pertiwi ketemu lelaki bukan om Dana tapi Om Wandi yang ktm nya waktu bu pertiwi ikut kelas workshop inspiratif ? Bu pertiwi akan gmna yah? Soalnya teman2 bu pertiwi juga banyak yg perempuan dan keperempuanan suka ghibah.;02_WTfYvQiE;True;0.0
@si_Adam;2025-02-20T14:18:12Z;0;banyak resikonya udah banyak contohnya;02_WTfYvQiE;True;0.0
@anonymus1412;2025-02-20T14:17:52Z;0;tempat dimana duit ngumpul = tempat dimana tikus beraksi;02_WTfYvQiE;True;0.0
@petani_polycultur;2025-02-20T14:16:34Z;777;Selama hukum mati dan miskinkan koruptor belum ada. Maka semua project negara lebih riskan di korupsi..;02_WTfYvQiE;True;0.0
@haniffirmansyah7790;2025-02-20T14:13:05Z;0;Pemerintah punya kasus jiwasraya dan Asabri.. Semuanya bangkrut karena dikorupsi dgn penegakan hukum yg lembek.. Masih diulangin lagi dgn penegakan hukum yg sperti sekarang? Atau cuman wadah baru tempat korupsi berkedok investasi?;02_WTfYvQiE;True;0.0
@anro_gaming;2025-02-20T14:12:36Z;0;"calon bosnya danantara itu keponakan LORD!!! The one and only king of +62
well, selama kompeten sih ga masalah. Tapi kok riskan ya";02_WTfYvQiE;True;0.0
@ansharullahr.9392;2025-02-20T14:12:04Z;0;"Ga berani bahas coretax om? Udh byk dokumen kebuka loh...
Takut ama atasannya yg dulu dipuja"" ya om?";02_WTfYvQiE;True;2.0
@KemengNihbos;2025-02-20T14:10:51Z;0;Seberapa bisa dipercayakah papa baru yg dinikahi itu😂😂;02_WTfYvQiE;True;0.0
@prtiqballs;2025-02-20T14:09:54Z;0;Kalau pejabat peduli rakyat, dari dulu pertumbuhan ekonomi kita bisa lebih baik daripada sekarang.;02_WTfYvQiE;True;0.0
@amarzn1832;2025-02-20T14:09:53Z;0;"Dah lah bubar aja Indonesia, 
Balik ke kerajaan aja 😢";02_WTfYvQiE;True;0.0
@Jarum47;2025-02-20T14:09:26Z;0;BAHASA BAYI MUSA APA BAYI JOSUA NIH??;02_WTfYvQiE;True;0.0
@WaHar-z7q;2025-02-20T14:09:22Z;0;"Mikir jauh2 tp korupsi masi merajalela ttep aja rungkad . 

Sita miskinkan keluarga koruptor dan hukum mati koruptor dulu 

Kalo udah . Baru mikir yg lain

Jalanin yg sekarang aja kalo ga ada koruptor indonesia bakal lebih baik . 

Sifat korup bukan dr pejabat tinggi aja . Dari level terbawah pun udah ada . Pemimpin harus fokus mikirin cara brantas ini . 

Bulshit ngomong indonesia maju klo sifat nilep nyolong dr level terbawah smpe tinggi ada . Semua diakal2in .";02_WTfYvQiE;True;0.0
@byone1414;2025-02-20T14:06:44Z;0;Bingung mau komen apa sama negara tercinta ini, berharap terbaik malah terbalik;02_WTfYvQiE;True;0.0
@kidslivechannel12;2025-02-20T14:03:44Z;0;kayak BUMN bebas korupsi aja 😂;02_WTfYvQiE;True;0.0
@budiealtis7346;2025-02-20T14:01:44Z;0;tetap pusing, coba dlm waktu 5 menit.;02_WTfYvQiE;True;2.0
@rezapahlevi7162;2025-02-20T14:00:38Z;0;Sekelas negara mau ngulangin kasus jiwasraya lagi;02_WTfYvQiE;True;0.0
@patriciadotcom4376;2025-02-20T13:58:12Z;0;"Semoga aja danantara diisi oleh orang² yg berkompeten, ahli investasi 
Bukan orang titipan";02_WTfYvQiE;True;0.0
@hafizg4ming;2025-02-20T13:57:32Z;0;Endingnya kek invest bodong;02_WTfYvQiE;True;0.0
@ryanshofiandi7451;2025-02-20T13:57:22Z;0;mantap;02_WTfYvQiE;True;1.0
@senkawa1172;2025-02-20T13:52:28Z;0;Buset dah bang, kalo make analogi kek gini malah jadi gak paham aku wkwkwk;02_WTfYvQiE;True;2.0
@dedesudiahna;2025-02-20T13:51:03Z;0;seems fraud 😢😢;02_WTfYvQiE;True;0.0
@AnggaAtma;2025-02-20T13:43:42Z;1;Plot twist : Si Dana terjebak Judol dan Pinjol;02_WTfYvQiE;True;0.0
@ntk0420;2025-02-20T13:41:50Z;0;Danantara = SWF (Sovereign Wealth Fund) .ada uniknya klo baca beritanya. Gak di audit dan kpk gak boleh cawe2.... Ini lucu sekali. Klo bner artinya berarti pertiwi njungkel masuk jurang..;02_WTfYvQiE;True;0.0
@ZidanAlfattah-z9m;2025-02-20T13:41:04Z;0;lo keren bang!!!;02_WTfYvQiE;True;2.0
@ikhlasulamal7491;2025-02-20T13:37:40Z;0;Papa dana ini ternyata duda dan masih punya anak serta keluarga lain yang harus dinafkahi. karena tau pertiwi adalah janda kaya, maka papa Dana memanfaatkan ibu Pertiwi untuk kepentinganya semata. 5 tahun berjalan ekonomi ibu Pertiwi dan anak anaknya kacau balau dan mereka harus menanggung konsekuensi dari keputusan ibu pertiwi tersebut. The End;02_WTfYvQiE;True;0.0
@kasamago;2025-02-20T13:36:08Z;0;"Krisis Kepercayaan.. 
Saatnya Rush Money";02_WTfYvQiE;True;0.0
@dikimaulanarochman5082;2025-02-20T13:35:22Z;0;"Terimakasih banyak bang
Sangat mudah dipahami kontennya nih";02_WTfYvQiE;True;2.0
@ibamspratama8141;2025-02-20T13:22:35Z;0;"Gimana ngga skeptis,KPK dan BPK aja ngga boleh audit
Makin2 lah dianggap ini cuma jadi next lahan basah koruptor";02_WTfYvQiE;True;0.0
@Emreydezillustrations;2025-02-20T13:21:02Z;0;Papa Dana jahat nggak sih ..?;02_WTfYvQiE;True;0.0
@BumiParahyangan;2025-02-20T13:19:50Z;0;Ternyata MALAKA project, pantesan gk ada lebel close the door;02_WTfYvQiE;True;2.0
@AnonimousYuhu;2025-02-20T13:18:30Z;0;Gak berharap. Hukum untuk koruptor sangat impoten. Sudah banyak project2 yg bisa dilihat hasilnya.😢;02_WTfYvQiE;True;0.0
@ansyarime9216;2025-02-20T13:17:31Z;0;Saya salah satu yg skeptis, maaf 🙏🙏🙏;02_WTfYvQiE;True;0.0
@DewaMiftah-mp6iu;2025-02-20T13:12:17Z;0;Bang katanya generasi tua pembuatan danantara ini buat ngelawan bank dunia 😮;02_WTfYvQiE;True;2.0
@panpanchannel7715;2025-02-20T13:11:10Z;0;kayaknya tiap taun ada kebijakan2 baru, singkatan2 baru. jd bikin tambah pikiran, dulu jamanku skolah ada ebtanas, uan, uas, spmb, sekarang snmptn lah, ppdblah, danatara lah, halah2;02_WTfYvQiE;True;0.0
@whywira;2025-02-20T13:06:52Z;0;Bos nya org pilitik n pengusaha. Peluang besar adanya konflik kepentingan dan dijadikan sapi perah;02_WTfYvQiE;True;0.0
@irvanrachmaditiawidodo49;2025-02-20T13:06:20Z;0;"Sory bwang mau tanya,""Yayasan Supersemar"" dlu itu begini juga gak sih modelannya?😢
Barangkali beda fundamental kali y..😊";02_WTfYvQiE;True;2.0
@christiangunawan8472;2025-02-20T13:06:02Z;0;Entah kebetulan atau perasaan.. DANATARA ini mirip 1MDB malaysia 😂😂;02_WTfYvQiE;True;0.0
@a.a.adityadharmasaputra9578;2025-02-20T13:02:58Z;0;Emang bumn ada profit?;02_WTfYvQiE;True;2.0
@tesmailkamal8986;2025-02-20T13:01:37Z;0;Bang udh gk ada logo close the door lg bang?;02_WTfYvQiE;True;2.0
@jokowawaw;2025-02-20T13:00:00Z;0;Si papa dana ngurus makan gratis ama ngelola gas aja kaga becus, ini lagi mo ngurus semuanya. Lo percaya?? 😂;02_WTfYvQiE;True;0.0
@adityawardhana5103;2025-02-20T12:57:21Z;0;Nambah propinsi berarti nambah Gubernur, klo satu pulau satu propinsi apakah akan menjadi hemat?😮;02_WTfYvQiE;True;2.0
@asmarandanart;2025-02-20T12:56:11Z;0;Judul memahami danantara, 2.30 intro, gak bisa lebih to the point apa sekalian not the point at all sekalian apa gimana;02_WTfYvQiE;True;2.0
@aaromose5356;2025-02-20T12:55:54Z;0;Ada variable yg hilang bang, yaitu kepercayaan masyarakat. Kalau tau duitnya diinvest gitu di bapak barunya. Pasti berpengaruh sama kepercaan customer anak2 nya, yang menyebabkan anak2 pertiwi penghasilannya berkurang.;02_WTfYvQiE;True;0.0
@naellilik;2025-02-20T12:53:05Z;0;cerpen yang masuk banget sindiran nya.;02_WTfYvQiE;True;2.0
@Sattt580;2025-02-20T12:50:56Z;0;bener bgt sih, gila 14.000T, dari makan siang sampai ini, menert gwe gk jelek asli, cuma ambisius aja gila kalo gagal byk yg dikorbankan, ditunggu berita koruptor dihukum mati, mungkin bisa balikin kepercayaan masyarakat, gwe mau tetep optimis pun susah, orang2 pada trust issue sama pemerintah;02_WTfYvQiE;True;0.0
@GalGhil;2025-02-20T12:50:09Z;0;Menjelaskan dengan Analogi adalah cara terbaik buat orang indonesia.;02_WTfYvQiE;True;2.0
@moh6410;2025-02-20T12:49:21Z;0;belanda sejak dulu uda tau betul karakter pribumi;02_WTfYvQiE;True;2.0
@animasiku1976;2025-02-20T12:44:50Z;0;sudah gak percaya sama orang2nya.;02_WTfYvQiE;True;0.0
@BayuAkbarK;2025-02-20T12:44:46Z;0;Papa dana mokondo.;02_WTfYvQiE;True;0.0
@umiadityahanin1468;2025-02-20T12:44:38Z;0;Endingnya anak2 nya bisa dijual🤦‍♀️;02_WTfYvQiE;True;0.0
@umiadityahanin1468;2025-02-20T12:43:12Z;0;Sebagai anak bawang nya bu Pertiwi, saya gak relaaaaa😭 Bapak tiri gw trade records nya korup kan😢;02_WTfYvQiE;True;0.0
@irhamismail6225;2025-02-20T12:43:05Z;0;"[09:41]  ""Saya akan bikin itu berlipat ganda"". Kata-kata sakti para penipu investor bodong 😆😆😄";02_WTfYvQiE;True;0.0
@younghamp;2025-02-20T12:42:39Z;0;Kok gw dejavu ya ama konten ini;02_WTfYvQiE;True;2.0
@shxt.posted;2025-02-20T12:40:20Z;0;Yg masih dibantu pertiwi itu anak bisa dijual aja gak ? ngerugiin;02_WTfYvQiE;True;0.0
@qteknik9454;2025-02-20T12:40:20Z;0;100% yakin ini dibikin bukan untuk keuntungan bangsa tapi buat keuntungan pribadi atau kelompok;02_WTfYvQiE;True;0.0
@rizqifauziyah9825;2025-02-20T12:34:30Z;1;"Maju kena mundur kena ya bang klo papa dana itu laki2 buaya, mana bunda Pertiwi lagi mau hemat, ujung2nya uang yang di papa dana ditilep buat 'main', abislah bang😢

Btw, thanks bang, jdi paham wkwk kadang kita bukannya ga mudeng sama bahasan2 yang tersebar, tpi beda feel aja klo bang Ferry yang jelasin, jdi kaya udh punya kompasnya🙏";02_WTfYvQiE;True;0.0
@ericadiewibowo;2025-02-20T12:34:01Z;0;Si Dana mokondo?;02_WTfYvQiE;True;0.0
@vanvin8794;2025-02-20T12:32:03Z;0;"1 MDB ? KIRA KIRA GITU STRATETI BUAT KUMPULIN DANANYA. 
YG AWASI MALAH ORANG ORANG DILUAR PEMERINTAHAN SENDIRI. 
AJAIB.";02_WTfYvQiE;True;0.0
@goeriangtoejoeh;2025-02-20T12:31:06Z;0;PEGAWAI DANANTARAN IBLIS SEMUA.. PERCAYAKAN NEGARA PADA IBLIS;02_WTfYvQiE;True;0.0
@ininawawi;2025-02-20T12:29:22Z;0;Kenapa yaa anak2nya Pratiwi engga curiga ke calon bapak sambungnya?;02_WTfYvQiE;True;0.0
